English word : French word : Frequency
abide , abide,respecter , 34 : 
eternal , eternal,éternel , 37 : 
every , every,chaque , 491 : 
everything , everything,tout , 40 : 
excellent , excellent,excellent , 108 : 
except , except,sauf , 37 : 
excuse , excuse,excuse , 71 : 
execution , execution,exécution , 42 : 
exeter , exeter,Exeter , 96 : 
exeunt , exeunt,sortir , 975 : 
express , express,Express , 35 : 
faces , faces,visages , 42 : 
faint , faint,perdre connaissance , 40 : 
fairy , fairy,Fée , 57 : 
faith , faith,Foi , 360 : 
falls , falls,des chutes , 68 : 
false , false,faux , 270 : 
familiar , familiar,familier , 34 : 
fancy , fancy,fantaisie , 38 : 
farewell , farewell,adieu , 296 : 
farther , farther,plus loin , 40 : 
fashion , fashion,mode , 91 : 
fatal , fatal,fatal , 42 : 
father , father,père , 720 : 
fault , fault,faute , 139 : 
favour , favour,favoriser , 111 : 
fearful , fearful,craintif , 87 : 
fears , fears,peurs , 67 : 
feast , feast,le banquet , 91 : 
feeble , feeble,faible , 34 : 
fellow , fellow,compagnon , 263 : 
fenton , fenton,Fenton , 40 : 
ferdinand , ferdinand,Ferdinand , 47 : 
fetch , fetch,chercher , 121 : 
field , field,champ , 156 : 
fiend , fiend,démon , 50 : 
fierce , fierce,féroce , 39 : 
fiery , fiery,ardent , 45 : 
fight , fight,bats toi , 251 : 
figure , figure,figure , 34 : 
finds , finds,trouve , 42 : 
finger , finger,doigt , 59 : 
first , first,première , 1134 : 
flatter , flatter,flatter , 40 : 
flesh , flesh,la chair , 115 : 
flies , flies,mouches , 49 : 
flight , flight,vol , 47 : 
flood , flood,inonder , 37 : 
flourish , flourish,fleurir , 112 : 
flower , flower,fleur , 39 : 
flowers , flowers,fleurs , 40 : 
follow , follow,suivre , 297 : 
folly , folly,folie , 69 : 
foolish , foolish,insensé , 92 : 
fools , fools,imbéciles , 86 : 
forbear , forbear,ancêtre , 45 : 
forbid , forbid,interdire , 53 : 
force , force,Obliger , 102 : 
forces , forces,les forces , 40 : 
forest , forest,forêt , 68 : 
forget , forget,oublier , 89 : 
former , former,ancien , 61 : 
forsooth , forsooth,en vérité , 38 : 
forth , forth,en avant , 330 : 
fortune , fortune,fortune , 293 : 
forward , forward,vers l'avant , 67 : 
fought , fought,combattu , 60 : 
found , found,a trouvé , 214 : 
fourth , fourth,Quatrième , 48 : 
frame , frame,Cadre , 43 : 
france , france,France , 460 : 
freely , freely,librement , 51 : 
french , french,français , 210 : 
fresh , fresh,Frais , 86 : 
friend , friend,ami , 363 : 
frown , frown,froncer les sourcils , 42 : 
fruit , fruit,fruit , 35 : 
further , further,plus loin , 176 : 
gallant , gallant,galant , 49 : 
garden , garden,jardin , 41 : 
gates , gates,portes , 87 : 
gaunt , gaunt,décharné , 65 : 
general , general,général , 183 : 
gentle , gentle,doux , 355 : 
ghost , ghost,fantôme , 83 : 
given , given,donné , 185 : 
giving , giving,donnant , 41 : 
glass , glass,verre , 55 : 
glorious , glorious,glorieux , 40 : 
glory , glory,gloire , 80 : 
going , going,Aller , 90 : 
golden , golden,d'or , 91 : 
goodness , goodness,la bonté , 49 : 
gower , gower,gower , 49 : 
grace , grace,la grâce , 509 : 
grant , grant,subvention , 103 : 
grave , grave,la tombe , 154 : 
great , great,génial , 877 : 
green , green,vert , 92 : 
greet , greet,saluer , 42 : 
grief , grief,douleur , 188 : 
grieve , grieve,pleurer , 38 : 
gross , gross,brut , 49 : 
ground , ground,sol , 137 : 
grown , grown,grandi , 56 : 
guard , guard,garde , 119 : 
guess , guess,devine , 46 : 
guilty , guilty,coupable , 65 : 
habit , habit,habitude , 38 : 
hands , hands,mains , 283 : 
hanging , hanging,pendaison , 36 : 
hangs , hangs,bloque , 35 : 
happiness , happiness,bonheur , 50 : 
happy , happy,heureux , 193 : 
haste , haste,hâte , 138 : 
hateful , hateful,odieux , 39 : 
having , having,ayant , 152 : 
hazard , hazard,danger , 39 : 
heads , heads,têtes , 97 : 
health , health,santé , 89 : 
heard , heard,entendu , 335 : 
heart , heart,cœur , 854 : 
heaven , heaven,paradis , 557 : 
heavy , heavy,lourd , 155 : 
hector , hector,Hector , 173 : 
heels , heels,talons , 63 : 
hence , hence,Par conséquent , 298 : 
henceforth , henceforth,désormais , 40 : 
hereafter , hereafter,"ci-après, par la suite" , 42 : 
herself , herself,se , 88 : 
highness , highness,altesse , 128 : 
holds , holds,tient , 81 : 
hollow , hollow,creux , 45 : 
honest , honest,honnête , 267 : 
horse , horse,cheval , 182 : 
hostess , hostess,hôtesse , 104 : 
hours , hours,heures , 123 : 
house , house,maison , 482 : 
hubert , hubert,Hubert , 90 : 
humble , humble,humble , 61 : 
humour , humour,humour , 83 : 
hundred , hundred,cent , 111 : 
husband , husband,mari , 238 : 
ignorant , ignorant,ignorant , 47 : 
image , image,image , 44 : 
includes , includes,comprend , 223 : 
indeed , indeed,En effet , 376 : 
infinite , infinite,infini , 38 : 
innocent , innocent,innocent , 49 : 
instant , instant,instant , 58 : 
intend , intend,avoir l'intention , 50 : 
intent , intent,intention , 43 : 
issue , issue,problème , 100 : 
itself , itself,lui-même , 208 : 
jealous , jealous,jaloux , 44 : 
jewel , jewel,bijou , 50 : 
judge , judge,juge , 72 : 
judgment , judgment,jugement , 85 : 
julia , julia,Julia , 140 : 
justice , justice,Justice , 215 : 
keeps , keeps,garde , 73 : 
kindness , kindness,la gentillesse , 42 : 
kingdom , kingdom,Royaume , 84 : 
kings , kings,rois , 95 : 
knave , knave,fripon , 133 : 
kneel , kneel,s'agenouiller , 55 : 
knees , knees,les genoux , 47 : 
knife , knife,couteau , 43 : 
knight , knight,Chevalier , 98 : 
knock , knock,frappe , 64 : 
knowing , knowing,connaissance , 45 : 
knowledge , knowledge,connaissance , 72 : 
known , known,connu , 173 : 
knows , knows,sait , 209 : 
labour , labour,la main d'oeuvre , 72 : 
ladies , ladies,Dames , 121 : 
ladyship , ladyship,Madame , 32 : 
lands , lands,terres , 49 : 
large , large,grand , 70 : 
laugh , laugh,rire , 75 : 
launce , launce,lancer , 78 : 
lawful , lawful,légitime , 59 : 
learn , learn,apprendre , 87 : 
learned , learned,appris , 46 : 
least , least,moins , 98 : 
leave , leave,laisser , 627 : 
leisure , leisure,loisir , 56 : 
leontes , leontes,leontes , 148 : 
letter , letter,lettre , 187 : 
liberty , liberty,liberté , 60 : 
library , library,bibliothèque , 231 : 
liege , liege,Liege , 116 : 
lieutenant , lieutenant,lieutenant , 63 : 
light , light,lumière , 232 : 
limbs , limbs,membres , 45 : 
little , little,peu , 465 : 
lives , lives,vies , 188 : 
living , living,vivant , 110 : 
longer , longer,plus long , 106 : 
looks , looks,regards , 192 : 
loose , loose,ample , 43 : 
lords , lords,seigneurs , 394 : 
lordship , lordship,seigneurie , 104 : 
lorenzo , lorenzo,Lorenzo , 75 : 
lovely , lovely,charmant , 52 : 
lovers , lovers,les amoureux , 49 : 
loves , loves,aime , 185 : 
loving , loving,aimant , 115 : 
lucentio , lucentio,Lucentio , 115 : 
machine , machine,machine , 223 : 
madness , madness,la démence , 58 : 
maiden , maiden,jeune fille , 40 : 
maids , maids,servantes , 35 : 
maintain , maintain,maintenir , 42 : 
majesty , majesty,majesté , 203 : 
makes , makes,fait du , 352 : 
making , making,fabrication , 78 : 
malice , malice,malice , 65 : 
manner , manner,manière , 75 : 
march , march,Mars , 106 : 
marcius , marcius,Marcius , 119 : 
marcus , marcus,Marcus , 133 : 
margaret , margaret,margaret , 192 : 
maria , maria,maria , 109 : 
mariana , mariana,Mariana , 44 : 
marriage , marriage,mariage , 92 : 
marry , marry,marier , 350 : 
master , master,Maître , 692 : 
match , match,rencontre , 74 : 
matter , matter,matière , 248 : 
meaning , meaning,sens , 53 : 
means , means,veux dire , 251 : 
meant , meant,signifiait , 44 : 
measure , measure,mesure , 91 : 
meeting , meeting,réunion , 48 : 
membership , membership,adhésion , 221 : 
memory , memory,Mémoire , 55 : 
merchant , merchant,marchande , 58 : 
mercy , mercy,pitié , 154 : 
merit , merit,mérite , 46 : 
merry , merry,joyeux , 151 : 
messenger , messenger,Messager , 298 : 
midnight , midnight,minuit , 37 : 
might , might,pourrait , 484 : 
mighty , mighty,puissant , 109 : 
milan , milan,Milan , 35 : 
minds , minds,esprits , 50 : 
minister , minister,ministre , 37 : 
miranda , miranda,Miranda , 58 : 
mirth , mirth,gaieté , 44 : 
mischief , mischief,sottises , 38 : 
misery , misery,misère , 31 : 
mistake , mistake,erreur , 36 : 
mistress , mistress,maîtresse , 375 : 
modest , modest,modeste , 37 : 
money , money,argent , 161 : 
monster , monster,monstre , 51 : 
month , month,mois , 39 : 
morning , morning,Matin , 107 : 
morrow , morrow,demain , 104 : 
mortal , mortal,mortel , 94 : 
mother , mother,mère , 307 : 
motion , motion,mouvement , 66 : 
mouth , mouth,bouche , 110 : 
mowbray , mowbray,mowbray , 57 : 
murder , murder,meurtre , 57 : 
murther , murther,aller plus loin , 30 : 
music , music,la musique , 158 : 
myself , myself,moi même , 500 : 
naked , naked,nu , 48 : 
names , names,des noms , 38 : 
native , native,originaire de , 43 : 
natural , natural,Naturel , 53 : 
nature , nature,la nature , 321 : 
needs , needs,Besoins , 146 : 
neighbour , neighbour,voisine , 44 : 
neither , neither,ni , 164 : 
never , never,jamais , 999 : 
niece , niece,nièce , 53 : 
night , night,nuit , 550 : 
noble , noble,noble , 603 : 
noise , noise,bruit , 88 : 
nothing , nothing,rien , 577 : 
nought , nought,néant , 52 : 
number , number,nombre , 47 : 
nurse , nurse,infirmière , 186 : 
oaths , oaths,serments , 58 : 
obedience , obedience,obéissance , 42 : 
oberon , oberon,Oberon , 41 : 
object , object,objet , 38 : 
occasion , occasion,occasion , 67 : 
offence , offence,infraction , 77 : 
offend , offend,offenser , 59 : 
offer , offer,offre , 81 : 
office , office,Bureau , 116 : 
often , often,souvent , 123 : 
oliver , oliver,oliver , 53 : 
opinion , opinion,opinion , 77 : 
order , order,ordre , 83 : 
orlando , orlando,orlando , 152 : 
other , other,autre , 659 : 
others , others,autres , 390 : 
ourselves , ourselves,nous-mêmes , 109 : 
outward , outward,vers l'extérieur , 48 : 
oxford , oxford,Oxford , 51 : 
padua , padua,Padoue , 37 : 
pains , pains,des douleurs , 82 : 
painted , painted,peint , 51 : 
painter , painter,peintre , 41 : 
palace , palace,palais , 156 : 
pandarus , pandarus,Pandarus , 175 : 
paper , paper,papier , 81 : 
pardon , pardon,pardon , 266 : 
paris , paris,Paris , 122 : 
parolles , parolles,parolles , 170 : 
parted , parted,séparé , 41 : 
particular , particular,particulier , 54 : 
partly , partly,partiellement , 35 : 
parts , parts,les pièces , 105 : 
party , party,fête , 46 : 
passage , passage,passage , 32 : 
passion , passion,la passion , 97 : 
patience , patience,la patience , 163 : 
patient , patient,patient , 72 : 
paulina , paulina,paulina , 78 : 
peace , peace,paix , 423 : 
pedro , pedro,pedro , 154 : 
people , people,gens , 179 : 
perceive , perceive,apercevoir , 88 : 
percy , percy,Percy , 71 : 
perfect , perfect,parfait , 52 : 
perhaps , perhaps,peut-être , 42 : 
peril , peril,péril , 41 : 
permission , permission,autorisation , 225 : 
person , person,la personne , 127 : 
personal , personal,personnel , 234 : 
phebe , phebe,phebe , 44 : 
philip , philip,Philippe , 67 : 
picture , picture,image , 34 : 
piece , piece,pièce , 86 : 
pistol , pistol,pistolet , 169 : 
place , place,endroit , 383 : 
plague , plague,peste , 89 : 
plain , plain,plaine , 107 : 
plead , plead,plaider , 45 : 
please , please,S'il vous plaît , 380 : 
pleasure , pleasure,plaisir , 157 : 
pluck , pluck,cueillir , 107 : 
poins , poins,poins , 91 : 
point , point,point , 131 : 
poison , poison,poison , 73 : 
policy , policy,politique , 39 : 
polixenes , polixenes,polixènes , 79 : 
pompey , pompey,pompey , 178 : 
porter , porter,porter , 41 : 
possible , possible,possible , 43 : 
posthumus , posthumus,posthume , 120 : 
pound , pound,livre , 48 : 
power , power,Puissance , 285 : 
practice , practice,entraine toi , 38 : 
praise , praise,louange , 173 : 
prayers , prayers,prières , 75 : 
precious , precious,précieux , 75 : 
prepare , prepare,préparer , 62 : 
presence , presence,présence , 98 : 
present , present,présent , 235 : 
pretty , pretty,jolie , 112 : 
pride , pride,fierté , 97 : 
priest , priest,prêtre , 60 : 
prince , prince,prince , 711 : 
prison , prison,prison , 74 : 
private , private,privé , 63 : 
prize , prize,prix , 37 : 
proceed , proceed,procéder , 67 : 
proclaim , proclaim,proclamer , 38 : 
profit , profit,profit , 36 : 
prohibited , prohibited,interdit , 221 : 
project , project,projet , 247 : 
prologue , prologue,prologue , 37 : 
promise , promise,promettre , 99 : 
proof , proof,preuve , 71 : 
proper , proper,correct , 62 : 
protector , protector,protecteur , 45 : 
protest , protest,manifestation , 50 : 
proud , proud,fier , 188 : 
prove , prove,prouver , 245 : 
provided , provided,à condition de , 249 : 
public , public,Publique , 56 : 
purpose , purpose,objectif , 185 : 
purse , purse,bourse , 59 : 
quality , quality,qualité , 47 : 
quarrel , quarrel,querelle , 85 : 
queen , queen,reine , 868 : 
question , question,question , 139 : 
quick , quick,rapide , 96 : 
quiet , quiet,silencieux , 69 : 
quite , quite,assez , 86 : 
quoth , quoth,quoth , 65 : 
raise , raise,élever , 46 : 
ransom , ransom,une rançon , 47 : 
rascal , rascal,coquin , 34 : 
rather , rather,plutôt , 308 : 
readable , readable,lisible , 224 : 
ready , ready,prêt , 124 : 
realm , realm,domaine , 47 : 
reason , reason,raison , 254 : 
receive , receive,recevoir , 93 : 
regard , regard,qui concerne , 41 : 
reign , reign,règne , 38 : 
reignier , reignier,règne , 49 : 
remain , remain,rester , 59 : 
remedy , remedy,remède , 47 : 
remember , remember,rappelles toi , 175 : 
render , render,rendre , 41 : 
repair , repair,réparation , 44 : 
repent , repent,se repentir , 55 : 
report , report,rapport , 135 : 
reputation , reputation,réputation , 40 : 
request , request,demande , 53 : 
respect , respect,le respect , 94 : 
return , return,revenir , 184 : 
revenge , revenge,vengeance , 133 : 
reverence , reverence,révérence , 34 : 
revolt , revolt,révolte , 36 : 
right , right,droite , 307 : 
rivers , rivers,rivières , 55 : 
rogue , rogue,coquin , 51 : 
rotten , rotten,pourri , 36 : 
rough , rough,rugueux , 64 : 
round , round,rond , 69 : 
royal , royal,Royal , 206 : 
sacred , sacred,sacré , 47 : 
safety , safety,sécurité , 68 : 
saint , saint,Saint , 121 : 
salerio , salerio,salerio , 46 : 
satisfied , satisfied,satisfait , 34 : 
saying , saying,en disant , 52 : 
scarce , scarce,rare , 71 : 
scene , scene,scène , 766 : 
scorn , scorn,mépris , 89 : 
search , search,chercher , 41 : 
season , season,saison , 36 : 
second , second,seconde , 572 : 
secret , secret,secret , 61 : 
seeing , seeing,voyant , 46 : 
senate , senate,sénat , 38 : 
senator , senator,sénateur , 90 : 
sense , sense,sens , 111 : 
sentence , sentence,phrase , 36 : 
servant , servant,serviteur , 394 : 
serve , serve,servir , 177 : 
service , service,un service , 421 : 
seven , seven,Sept , 68 : 
several , several,nombreuses , 79 : 
shadow , shadow,ombre , 70 : 
shake , shake,secouer , 98 : 
shall , shall,doit , 3567 : 
shame , shame,la honte , 256 : 
shape , shape,forme , 79 : 
sharp , sharp,tranchant , 62 : 
shepherd , shepherd,berger , 95 : 
shine , shine,éclat , 38 : 
shore , shore,rive , 43 : 
short , short,court , 87 : 
shortly , shortly,prochainement , 45 : 
should , should,devrait , 1568 : 
shows , shows,montre , 95 : 
sickness , sickness,maladie , 46 : 
sight , sight,vue , 156 : 
silence , silence,silence , 96 : 
silver , silver,argent , 56 : 
simple , simple,Facile , 105 : 
since , since,depuis , 441 : 
single , single,Célibataire , 56 : 
sirrah , sirrah,sirrah , 124 : 
sister , sister,sœur , 161 : 
skill , skill,compétence , 47 : 
slain , slain,tué , 95 : 
slander , slander,calomnie , 42 : 
slave , slave,esclave , 104 : 
sleep , sleep,sommeil , 224 : 
slender , slender,mince , 103 : 
small , small,petit , 90 : 
smell , smell,odeur , 46 : 
smile , smile,sourire , 71 : 
soldier , soldier,soldat , 237 : 
solemn , solemn,solennel , 40 : 
somerset , somerset,somerset , 135 : 
something , something,quelque chose , 169 : 
sometime , sometime,parfois , 76 : 
sooner , sooner,plus tôt , 61 : 
soothsayer , soothsayer,devin , 42 : 
sorrow , sorrow,chagrin , 167 : 
sorry , sorry,Pardon , 89 : 
sought , sought,recherché , 35 : 
souls , souls,âmes , 97 : 
sound , sound,du son , 188 : 
sovereign , sovereign,souverain , 129 : 
spare , spare,de rechange , 57 : 
speak , speak,parler , 1084 : 
speaks , speaks,parle , 120 : 
special , special,spécial , 37 : 
speech , speech,discours , 114 : 
speed , speed,la vitesse , 224 : 
spend , spend,dépenser , 64 : 
spirit , spirit,esprit , 229 : 
spite , spite,dépit , 54 : 
spoke , spoke,parlait , 142 : 
sport , sport,sport , 109 : 
spring , spring,printemps , 51 : 
staff , staff,Personnel , 34 : 
stain , stain,tache , 39 : 
stand , stand,supporter , 536 : 
stars , stars,étoiles , 62 : 
state , state,Etat , 270 : 
steal , steal,voler , 79 : 
steel , steel,acier , 56 : 
steward , steward,intendant , 42 : 
still , still,encore , 508 : 
stomach , stomach,estomac , 40 : 
stone , stone,calcul , 51 : 
stood , stood,se tenait , 93 : 
store , store,boutique , 35 : 
storm , storm,orage , 49 : 
story , story,récit , 62 : 
straight , straight,tout droit , 133 : 
strange , strange,étrange , 224 : 
street , street,rue , 77 : 
strength , strength,force , 111 : 
strike , strike,la grève , 145 : 
stroke , stroke,accident vasculaire cérébral , 38 : 
strong , strong,fort , 174 : 
struck , struck,frappé , 72 : 
study , study,étude , 56 : 
stuff , stuff,des trucs , 44 : 
subject , subject,matière , 96 : 
substance , substance,substance , 37 : 
success , success,Succès , 38 : 
sudden , sudden,soudain , 75 : 
suddenly , suddenly,tout à coup , 44 : 
suffer , suffer,souffrir , 79 : 
suffolk , suffolk,suffolk , 230 : 
